idx,full_addr,legal_cd,fclt_nm,fclt_addr,fclt_type
1,서울특별시 강남구 개포동,1168010300,암사,서울특별시 강동구,지방
2,서울특별시 강남구 논현동,1168010800,암사,서울특별시 강동구,지방
3,서울특별시 강남구 대치동,1168010600,암사,서울특별시 강동구,지방
4,서울특별시 강남구 도곡동,1168011800,암사,서울특별시 강동구,지방
5,서울특별시 강남구 삼성동,1168010500,암사,서울특별시 강동구,지방
6,서울특별시 강남구 세곡동,1168011100,암사,서울특별시 강동구,지방
7,서울특별시 강남구 수서동,1168011500,암사,서울특별시 강동구,지방
8,서울특별시 강남구 신사동,1168010700,암사,서울특별시 강동구,지방
9,서울특별시 강남구 압구정동,1168011000,암사,서울특별시 강동구,지방
10,서울특별시 강남구 역삼동,1168010100,암사,서울특별시 강동구,지방
11,서울특별시 강남구 율현동,1168011300,암사,서울특별시 강동구,지방
12,서울특별시 강남구 일원동,1168011400,암사,서울특별시 강동구,지방
13,서울특별시 강남구 자곡동,1168011200,암사,서울특별시 강동구,지방
14,서울특별시 강남구 청담동,1168010400,암사,서울특별시 강동구,지방
15,서울특별시 강동구 강일동,1174011000,암사,서울특별시 강동구,지방
16,서울특별시 강동구 고덕동,1174010200,암사,서울특별시 강동구,지방
17,서울특별시 강동구 길동,1174010500,암사,서울특별시 강동구,지방
18,서울특별시 강동구 둔촌동,1174010600,광암,경기도 하남시,지방
19,서울특별시 강동구 명일동,1174010100,암사,서울특별시 강동구,지방
20,서울특별시 강동구 상일동,1174010300,암사,서울특별시 강동구,지방
21,서울특별시 강동구 성내동,1174010800,광암,경기도 하남시,지방
22,서울특별시 강동구 암사동,1174010700,암사,서울특별시 강동구,지방
23,서울특별시 강동구 천호동,1174010900,암사,서울특별시 강동구,지방
24,서울특별시 강북구 미아동,1130510100,강북,경기도 남양주시,지방
25,서울특별시 강북구 번동,1130510200,강북,경기도 남양주시,지방
26,서울특별시 강북구 수유동,1130510300,강북,경기도 남양주시,지방
27,서울특별시 강북구 우이동,1130510400,강북,경기도 남양주시,지방
28,서울특별시 강서구 가양동,1150010400,영등포,서울특별시 영등포구,지방
29,서울특별시 강서구 개화동,1150011000,영등포,서울특별시 영등포구,지방
30,서울특별시 강서구 공항동,1150010800,영등포,서울특별시 영등포구,지방
31,서울특별시 강서구 과해동,1150011100,영등포,서울특별시 영등포구,지방
32,서울특별시 강서구 내발산동,1150010600,영등포,서울특별시 영등포구,지방
33,서울특별시 강서구 등촌동,1150010200,영등포,서울특별시 영등포구,지방
34,서울특별시 강서구 마곡동,1150010500,영등포,서울특별시 영등포구,지방
35,서울특별시 강서구 방화동,1150010900,영등포,서울특별시 영등포구,지방
36,서울특별시 강서구 염창동,1150010100,영등포,서울특별시 영등포구,지방
37,서울특별시 강서구 오곡동,1150011200,영등포,서울특별시 영등포구,지방
38,서울특별시 강서구 오쇠동,1150011300,영등포,서울특별시 영등포구,지방
39,서울특별시 강서구 외발산동,1150010700,영등포,서울특별시 영등포구,지방
40,서울특별시 강서구 화곡동,1150010300,영등포,서울특별시 영등포구,지방
41,서울특별시 관악구 남현동,1162010300,암사,서울특별시 강동구,지방
42,서울특별시 관악구 봉천동,1162010100,암사,서울특별시 강동구,지방
43,서울특별시 관악구 신림동,1162010200,암사,서울특별시 강동구,지방
44,서울특별시 광진구 광장동,1121510400,암사,서울특별시 강동구,지방
45,서울특별시 광진구 구의동,1121510300,암사,서울특별시 강동구,지방
46,서울특별시 광진구 군자동,1121510900,암사,서울특별시 강동구,지방
47,서울특별시 광진구 능동,1121510200,암사,서울특별시 강동구,지방
48,서울특별시 광진구 자양동,1121510500,암사,서울특별시 강동구,지방
49,서울특별시 광진구 중곡동,1121510100,암사,서울특별시 강동구,지방
50,서울특별시 광진구 화양동,1121510700,암사,서울특별시 강동구,지방
51,서울특별시 구로구 가리봉동,1153010300,영등포,서울특별시 영등포구,지방
52,서울특별시 구로구 개봉동,1153010700,영등포,서울특별시 영등포구,지방
53,서울특별시 구로구 고척동,1153010600,영등포,서울특별시 영등포구,지방
54,서울특별시 구로구 구로동,1153010200,영등포,서울특별시 영등포구,지방
55,서울특별시 구로구 궁동,1153010900,영등포,서울특별시 영등포구,지방
56,서울특별시 구로구 신도림동,1153010100,영등포,서울특별시 영등포구,지방
57,서울특별시 구로구 오류동,1153010800,영등포,서울특별시 영등포구,지방
58,서울특별시 구로구 온수동,1153011000,영등포,서울특별시 영등포구,지방
59,서울특별시 구로구 천왕동,1153011100,영등포,서울특별시 영등포구,지방
60,서울특별시 구로구 항동,1153011200,영등포,서울특별시 영등포구,지방
61,서울특별시 금천구 가산동,1154510100,영등포,서울특별시 영등포구,지방
62,서울특별시 금천구 독산동,1154510200,영등포,서울특별시 영등포구,지방
63,서울특별시 금천구 시흥동,1154510300,영등포,서울특별시 영등포구,지방
64,서울특별시 노원구 공릉동,1135010300,강북,경기도 남양주시,지방
65,서울특별시 노원구 상계동,1135010500,강북,경기도 남양주시,지방
66,서울특별시 노원구 월계동,1135010200,강북,경기도 남양주시,지방
67,서울특별시 노원구 중계동,1135010600,강북,경기도 남양주시,지방
68,서울특별시 노원구 하계동,1135010400,강북,경기도 남양주시,지방
69,서울특별시 도봉구 도봉동,1132010800,강북,경기도 남양주시,지방
70,서울특별시 도봉구 방학동,1132010600,강북,경기도 남양주시,지방
71,서울특별시 도봉구 쌍문동,1132010500,강북,경기도 남양주시,지방
72,서울특별시 도봉구 창동,1132010700,강북,경기도 남양주시,지방
73,서울특별시 동대문구 답십리동,1123010500,강북,경기도 남양주시,지방
74,서울특별시 동대문구 신설동,1123010100,강북,경기도 남양주시,지방
75,서울특별시 동대문구 용두동,1123010200,강북,경기도 남양주시,지방
76,서울특별시 동대문구 이문동,1123011000,강북,경기도 남양주시,지방
77,서울특별시 동대문구 장안동,1123010600,강북,경기도 남양주시,지방
78,서울특별시 동대문구 전농동,1123010400,강북,경기도 남양주시,지방
79,서울특별시 동대문구 제기동,1123010300,강북,경기도 남양주시,지방
80,서울특별시 동대문구 청량리동,1123010700,강북,경기도 남양주시,지방
81,서울특별시 동대문구 회기동,1123010800,강북,경기도 남양주시,지방
82,서울특별시 동대문구 휘경동,1123010900,강북,경기도 남양주시,지방
83,서울특별시 동작구 노량진동,1159010100,암사,서울특별시 강동구,지방
84,서울특별시 동작구 대방동,1159010800,암사,서울특별시 강동구,지방
85,서울특별시 동작구 동작동,1159010600,암사,서울특별시 강동구,지방
86,서울특별시 동작구 본동,1159010400,암사,서울특별시 강동구,지방
87,서울특별시 동작구 사당동,1159010700,암사,서울특별시 강동구,지방
88,서울특별시 동작구 상도1동,1159010300,암사,서울특별시 강동구,지방
89,서울특별시 동작구 상도동,1159010200,암사,서울특별시 강동구,지방
90,서울특별시 동작구 신대방동,1159010900,암사,서울특별시 강동구,지방
91,서울특별시 동작구 흑석동,1159010500,암사,서울특별시 강동구,지방
92,서울특별시 마포구 공덕동,1144010200,뚝도,서울특별시 성동구,지방
93,서울특별시 마포구 구수동,1144011300,뚝도,서울특별시 성동구,지방
94,서울특별시 마포구 노고산동,1144011000,뚝도,서울특별시 성동구,지방
95,서울특별시 마포구 당인동,1144011800,뚝도,서울특별시 성동구,지방
96,서울특별시 마포구 대흥동,1144010800,뚝도,서울특별시 성동구,지방
97,서울특별시 마포구 도화동,1144010400,뚝도,서울특별시 성동구,지방
98,서울특별시 마포구 동교동,1144012100,뚝도,서울특별시 성동구,지방
99,서울특별시 마포구 마포동,1144010700,뚝도,서울특별시 성동구,지방
100,서울특별시 마포구 망원동,1144012300,뚝도,서울특별시 성동구,지방
101,서울특별시 마포구 상수동,1144011500,뚝도,서울특별시 성동구,지방
102,서울특별시 마포구 상암동,1144012700,영등포,서울특별시 영등포구,지방
103,서울특별시 마포구 서교동,1144012000,뚝도,서울특별시 성동구,지방
104,서울특별시 마포구 성산동,1144012500,뚝도,서울특별시 성동구,지방
105,서울특별시 마포구 신공덕동,1144010300,뚝도,서울특별시 성동구,지방
106,서울특별시 마포구 신수동,1144011100,뚝도,서울특별시 성동구,지방
107,서울특별시 마포구 신정동,1144011700,뚝도,서울특별시 성동구,지방
108,서울특별시 마포구 아현동,1144010100,뚝도,서울특별시 성동구,지방
109,서울특별시 마포구 연남동,1144012400,뚝도,서울특별시 성동구,지방
110,서울특별시 마포구 염리동,1144010900,뚝도,서울특별시 성동구,지방
111,서울특별시 마포구 용강동,1144010500,뚝도,서울특별시 성동구,지방
112,서울특별시 마포구 중동,1144012600,영등포,서울특별시 영등포구,지방
113,서울특별시 마포구 창전동,1144011400,뚝도,서울특별시 성동구,지방
114,서울특별시 마포구 토정동,1144010600,뚝도,서울특별시 성동구,지방
115,서울특별시 마포구 하중동,1144011600,뚝도,서울특별시 성동구,지방
116,서울특별시 마포구 합정동,1144012200,뚝도,서울특별시 성동구,지방
117,서울특별시 마포구 현석동,1144011200,뚝도,서울특별시 성동구,지방
118,서울특별시 서대문구 남가좌동,1141012000,영등포,서울특별시 영등포구,지방
119,서울특별시 서대문구 냉천동,1141010500,뚝도,서울특별시 성동구,지방
120,서울특별시 서대문구 대신동,1141011300,강북,경기도 남양주시,지방
121,서울특별시 서대문구 대현동,1141011200,강북,경기도 남양주시,지방
122,서울특별시 서대문구 미근동,1141010400,뚝도,서울특별시 성동구,지방
123,서울특별시 서대문구 봉원동,1141011500,강북,경기도 남양주시,지방
124,서울특별시 서대문구 북가좌동,1141011900,영등포,서울특별시 영등포구,지방
125,서울특별시 서대문구 북아현동,1141011000,뚝도,서울특별시 성동구,지방
126,서울특별시 서대문구 신촌동,1141011400,강북,경기도 남양주시,지방
127,서울특별시 서대문구 연희동,1141011700,강북,경기도 남양주시,지방
128,서울특별시 서대문구 영천동,1141010800,뚝도,서울특별시 성동구,지방
129,서울특별시 서대문구 옥천동,1141010700,뚝도,서울특별시 성동구,지방
130,서울특별시 서대문구 창천동,1141011600,강북,경기도 남양주시,지방
131,서울특별시 서대문구 천연동,1141010600,뚝도,서울특별시 성동구,지방
132,서울특별시 서대문구 충정로2가,1141010100,뚝도,서울특별시 성동구,지방
133,서울특별시 서대문구 충정로3가,1141010200,뚝도,서울특별시 성동구,지방
134,서울특별시 서대문구 합동,1141010300,뚝도,서울특별시 성동구,지방
135,서울특별시 서대문구 현저동,1141010900,뚝도,서울특별시 성동구,지방
136,서울특별시 서대문구 홍은동,1141011800,강북,경기도 남양주시,지방
137,서울특별시 서대문구 홍제동,1141011100,강북,경기도 남양주시,지방
138,서울특별시 서초구 내곡동,1165010900,암사,서울특별시 강동구,지방
139,서울특별시 서초구 반포동,1165010700,암사,서울특별시 강동구,지방
140,서울특별시 서초구 방배동,1165010100,암사,서울특별시 강동구,지방
141,서울특별시 서초구 서초동,1165010800,암사,서울특별시 강동구,지방
142,서울특별시 서초구 신원동,1165011100,암사,서울특별시 강동구,지방
143,서울특별시 서초구 양재동,1165010200,암사,서울특별시 강동구,지방
144,서울특별시 서초구 염곡동,1165011000,암사,서울특별시 강동구,지방
145,서울특별시 서초구 우면동,1165010300,암사,서울특별시 강동구,지방
146,서울특별시 서초구 원지동,1165010400,암사,서울특별시 강동구,지방
147,서울특별시 서초구 잠원동,1165010600,암사,서울특별시 강동구,지방
148,서울특별시 성동구 금호동1가,1120010900,뚝도,서울특별시 성동구,지방
149,서울특별시 성동구 금호동2가,1120011000,뚝도,서울특별시 성동구,지방
150,서울특별시 성동구 금호동3가,1120011100,뚝도,서울특별시 성동구,지방
151,서울특별시 성동구 금호동4가,1120011200,뚝도,서울특별시 성동구,지방
152,서울특별시 성동구 도선동,1120010400,뚝도,서울특별시 성동구,지방
153,서울특별시 성동구 마장동,1120010500,뚝도,서울특별시 성동구,지방
154,서울특별시 성동구 사근동,1120010600,뚝도,서울특별시 성동구,지방
155,서울특별시 성동구 상왕십리동,1120010100,뚝도,서울특별시 성동구,지방
156,서울특별시 성동구 성수동1가,1120011400,암사,서울특별시 강동구,지방
157,서울특별시 성동구 성수동2가,1120011500,암사,서울특별시 강동구,지방
158,서울특별시 성동구 송정동,1120011800,뚝도,서울특별시 성동구,지방
159,서울특별시 성동구 옥수동,1120011300,뚝도,서울특별시 성동구,지방
160,서울특별시 성동구 용답동,1120012200,뚝도,서울특별시 성동구,지방
161,서울특별시 성동구 응봉동,1120010800,뚝도,서울특별시 성동구,지방
162,서울특별시 성동구 하왕십리동,1120010200,뚝도,서울특별시 성동구,지방
163,서울특별시 성동구 행당동,1120010700,뚝도,서울특별시 성동구,지방
164,서울특별시 성동구 홍익동,1120010300,뚝도,서울특별시 성동구,지방
165,서울특별시 성북구 길음동,1129013400,강북,경기도 남양주시,지방
166,서울특별시 성북구 돈암동,1129010300,강북,경기도 남양주시,지방
167,서울특별시 성북구 동선동1가,1129011600,강북,경기도 남양주시,지방
168,서울특별시 성북구 동선동2가,1129011700,강북,경기도 남양주시,지방
169,서울특별시 성북구 동선동3가,1129011800,강북,경기도 남양주시,지방
170,서울특별시 성북구 동선동4가,1129011900,강북,경기도 남양주시,지방
171,서울특별시 성북구 동선동5가,1129012000,강북,경기도 남양주시,지방
172,서울특별시 성북구 동소문동1가,1129010400,강북,경기도 남양주시,지방
173,서울특별시 성북구 동소문동2가,1129010500,강북,경기도 남양주시,지방
174,서울특별시 성북구 동소문동3가,1129010600,강북,경기도 남양주시,지방
175,서울특별시 성북구 동소문동4가,1129010700,강북,경기도 남양주시,지방
176,서울특별시 성북구 동소문동5가,1129010800,강북,경기도 남양주시,지방
177,서울특별시 성북구 동소문동6가,1129010900,강북,경기도 남양주시,지방
178,서울특별시 성북구 동소문동7가,1129011000,강북,경기도 남양주시,지방
179,서울특별시 성북구 보문동1가,1129013000,강북,경기도 남양주시,지방
180,서울특별시 성북구 보문동2가,1129013100,강북,경기도 남양주시,지방
181,서울특별시 성북구 보문동3가,1129013200,뚝도,서울특별시 성동구,지방
182,서울특별시 성북구 보문동4가,1129012600,강북,경기도 남양주시,지방
183,서울특별시 성북구 보문동5가,1129012700,강북,경기도 남양주시,지방
184,서울특별시 성북구 보문동6가,1129012800,뚝도,서울특별시 성동구,지방
185,서울특별시 성북구 보문동7가,1129012900,강북,경기도 남양주시,지방
186,서울특별시 성북구 삼선동1가,1129011100,뚝도,서울특별시 성동구,지방
187,서울특별시 성북구 삼선동2가,1129011200,뚝도,서울특별시 성동구,지방
188,서울특별시 성북구 삼선동3가,1129011300,뚝도,서울특별시 성동구,지방
189,서울특별시 성북구 삼선동4가,1129011400,강북,경기도 남양주시,지방
190,서울특별시 성북구 삼선동5가,1129011500,강북,경기도 남양주시,지방
191,서울특별시 성북구 상월곡동,1129013700,강북,경기도 남양주시,지방
192,서울특별시 성북구 석관동,1129013900,강북,경기도 남양주시,지방
193,서울특별시 성북구 성북동,1129010100,강북,경기도 남양주시,지방
194,서울특별시 성북구 성북동1가,1129010200,강북,경기도 남양주시,지방
195,서울특별시 성북구 안암동1가,1129012100,강북,경기도 남양주시,지방
196,서울특별시 성북구 안암동2가,1129012200,강북,경기도 남양주시,지방
197,서울특별시 성북구 안암동3가,1129012300,강북,경기도 남양주시,지방
198,서울특별시 성북구 안암동4가,1129012400,강북,경기도 남양주시,지방
199,서울특별시 성북구 안암동5가,1129012500,강북,경기도 남양주시,지방
200,서울특별시 성북구 장위동,1129013800,강북,경기도 남양주시,지방
201,서울특별시 성북구 정릉동,1129013300,강북,경기도 남양주시,지방
202,서울특별시 성북구 종암동,1129013500,강북,경기도 남양주시,지방
203,서울특별시 성북구 하월곡동,1129013600,강북,경기도 남양주시,지방
204,서울특별시 송파구 가락동,1171010700,광암,경기도 하남시,지방
205,서울특별시 송파구 거여동,1171011300,광암,경기도 하남시,지방
206,서울특별시 송파구 마천동,1171011400,광암,경기도 하남시,지방
207,서울특별시 송파구 문정동,1171010800,광암,경기도 하남시,지방
208,서울특별시 송파구 방이동,1171011100,광암,경기도 하남시,지방
209,서울특별시 송파구 삼전동,1171010600,광암,경기도 하남시,지방
210,서울특별시 송파구 석촌동,1171010500,광암,경기도 하남시,지방
211,서울특별시 송파구 송파동,1171010400,광암,경기도 하남시,지방
212,서울특별시 송파구 신천동,1171010200,광암,경기도 하남시,지방
213,서울특별시 송파구 오금동,1171011200,광암,경기도 하남시,지방
214,서울특별시 송파구 잠실동,1171010100,광암,경기도 하남시,지방
215,서울특별시 송파구 장지동,1171010900,광암,경기도 하남시,지방
216,서울특별시 송파구 풍납동,1171010300,광암,경기도 하남시,지방
217,서울특별시 양천구 목동,1147010200,영등포,서울특별시 영등포구,지방
218,서울특별시 양천구 신월동,1147010300,영등포,서울특별시 영등포구,지방
219,서울특별시 양천구 신정동,1147010100,영등포,서울특별시 영등포구,지방
220,서울특별시 영등포구 당산동,1156011700,암사,서울특별시 강동구,지방
221,서울특별시 영등포구 당산동1가,1156011100,암사,서울특별시 강동구,지방
222,서울특별시 영등포구 당산동2가,1156011200,암사,서울특별시 강동구,지방
223,서울특별시 영등포구 당산동3가,1156011300,암사,서울특별시 강동구,지방
224,서울특별시 영등포구 당산동4가,1156011400,암사,서울특별시 강동구,지방
225,서울특별시 영등포구 당산동5가,1156011500,암사,서울특별시 강동구,지방
226,서울특별시 영등포구 당산동6가,1156011600,암사,서울특별시 강동구,지방
227,서울특별시 영등포구 대림동,1156013300,암사,서울특별시 강동구,지방
228,서울특별시 영등포구 도림동,1156011800,암사,서울특별시 강동구,지방
229,서울특별시 영등포구 문래동1가,1156011900,암사,서울특별시 강동구,지방
230,서울특별시 영등포구 문래동2가,1156012000,암사,서울특별시 강동구,지방
231,서울특별시 영등포구 문래동3가,1156012100,암사,서울특별시 강동구,지방
232,서울특별시 영등포구 문래동4가,1156012200,암사,서울특별시 강동구,지방
233,서울특별시 영등포구 문래동5가,1156012300,암사,서울특별시 강동구,지방
234,서울특별시 영등포구 문래동6가,1156012400,암사,서울특별시 강동구,지방
235,서울특별시 영등포구 신길동,1156013200,암사,서울특별시 강동구,지방
236,서울특별시 영등포구 양평동,1156013400,암사,서울특별시 강동구,지방
237,서울특별시 영등포구 양평동1가,1156012500,암사,서울특별시 강동구,지방
238,서울특별시 영등포구 양평동2가,1156012600,암사,서울특별시 강동구,지방
239,서울특별시 영등포구 양평동3가,1156012700,암사,서울특별시 강동구,지방
240,서울특별시 영등포구 양평동4가,1156012800,암사,서울특별시 강동구,지방
241,서울특별시 영등포구 양평동5가,1156012900,암사,서울특별시 강동구,지방
242,서울특별시 영등포구 양평동6가,1156013000,암사,서울특별시 강동구,지방
243,서울특별시 영등포구 양화동,1156013100,암사,서울특별시 강동구,지방
244,서울특별시 영등포구 여의도동,1156011000,암사,서울특별시 강동구,지방
245,서울특별시 영등포구 영등포동,1156010100,암사,서울특별시 강동구,지방
246,서울특별시 영등포구 영등포동1가,1156010200,암사,서울특별시 강동구,지방
247,서울특별시 영등포구 영등포동2가,1156010300,암사,서울특별시 강동구,지방
248,서울특별시 영등포구 영등포동3가,1156010400,암사,서울특별시 강동구,지방
249,서울특별시 영등포구 영등포동4가,1156010500,암사,서울특별시 강동구,지방
250,서울특별시 영등포구 영등포동5가,1156010600,암사,서울특별시 강동구,지방
251,서울특별시 영등포구 영등포동6가,1156010700,암사,서울특별시 강동구,지방
252,서울특별시 영등포구 영등포동7가,1156010800,암사,서울특별시 강동구,지방
253,서울특별시 영등포구 영등포동8가,1156010900,암사,서울특별시 강동구,지방
254,서울특별시 용산구 갈월동,1117010400,뚝도,서울특별시 성동구,지방
255,서울특별시 용산구 남영동,1117010500,뚝도,서울특별시 성동구,지방
256,서울특별시 용산구 도원동,1117012000,뚝도,서울특별시 성동구,지방
257,서울특별시 용산구 동빙고동,1117013200,뚝도,서울특별시 성동구,지방
258,서울특별시 용산구 동자동,1117010700,뚝도,서울특별시 성동구,지방
259,서울특별시 용산구 문배동,1117012200,뚝도,서울특별시 성동구,지방
260,서울특별시 용산구 보광동,1117013600,뚝도,서울특별시 성동구,지방
261,서울특별시 용산구 산천동,1117011500,뚝도,서울특별시 성동구,지방
262,서울특별시 용산구 서계동,1117010800,뚝도,서울특별시 성동구,지방
263,서울특별시 용산구 서빙고동,1117013300,뚝도,서울특별시 성동구,지방
264,서울특별시 용산구 신계동,1117012300,뚝도,서울특별시 성동구,지방
265,서울특별시 용산구 신창동,1117011400,뚝도,서울특별시 성동구,지방
266,서울특별시 용산구 용문동,1117012100,뚝도,서울특별시 성동구,지방
267,서울특별시 용산구 용산동1가,1117010600,뚝도,서울특별시 성동구,지방
268,서울특별시 용산구 용산동2가,1117010200,뚝도,서울특별시 성동구,지방
269,서울특별시 용산구 용산동3가,1117012600,뚝도,서울특별시 성동구,지방
270,서울특별시 용산구 용산동4가,1117010300,뚝도,서울특별시 성동구,지방
271,서울특별시 용산구 용산동5가,1117012700,뚝도,서울특별시 성동구,지방
272,서울특별시 용산구 용산동6가,1117013500,뚝도,서울특별시 성동구,지방
273,서울특별시 용산구 원효로1가,1117011200,뚝도,서울특별시 성동구,지방
274,서울특별시 용산구 원효로2가,1117011300,뚝도,서울특별시 성동구,지방
275,서울특별시 용산구 원효로3가,1117011700,뚝도,서울특별시 성동구,지방
276,서울특별시 용산구 원효로4가,1117011800,뚝도,서울특별시 성동구,지방
277,서울특별시 용산구 이촌동,1117012900,뚝도,서울특별시 성동구,지방
278,서울특별시 용산구 이태원동,1117013000,뚝도,서울특별시 성동구,지방
279,서울특별시 용산구 주성동,1117013400,뚝도,서울특별시 성동구,지방
280,서울특별시 용산구 청암동,1117011600,뚝도,서울특별시 성동구,지방
281,서울특별시 용산구 청파동1가,1117010900,뚝도,서울특별시 성동구,지방
282,서울특별시 용산구 청파동2가,1117011000,뚝도,서울특별시 성동구,지방
283,서울특별시 용산구 청파동3가,1117011100,뚝도,서울특별시 성동구,지방
284,서울특별시 용산구 한강로1가,1117012400,뚝도,서울특별시 성동구,지방
285,서울특별시 용산구 한강로2가,1117012500,뚝도,서울특별시 성동구,지방
286,서울특별시 용산구 한강로3가,1117012800,뚝도,서울특별시 성동구,지방
287,서울특별시 용산구 한남동,1117013100,뚝도,서울특별시 성동구,지방
288,서울특별시 용산구 효창동,1117011900,뚝도,서울특별시 성동구,지방
289,서울특별시 용산구 후암동,1117010100,뚝도,서울특별시 성동구,지방
290,서울특별시 은평구 갈현동,1138010400,강북,경기도 남양주시,지방
291,서울특별시 은평구 구산동,1138010500,강북,경기도 남양주시,지방
292,서울특별시 은평구 녹번동,1138010200,강북,경기도 남양주시,지방
293,서울특별시 은평구 대조동,1138010600,강북,경기도 남양주시,지방
294,서울특별시 은평구 불광동,1138010300,강북,경기도 남양주시,지방
295,서울특별시 은평구 수색동,1138010100,영등포,서울특별시 영등포구,지방
296,서울특별시 은평구 신사동,1138010900,영등포,서울특별시 영등포구,지방
297,서울특별시 은평구 역촌동,1138010800,강북,경기도 남양주시,지방
298,서울특별시 은평구 응암동,1138010700,강북,경기도 남양주시,지방
299,서울특별시 은평구 증산동,1138011000,영등포,서울특별시 영등포구,지방
300,서울특별시 은평구 진관동,1138011400,강북,경기도 남양주시,지방
301,서울특별시 종로구 가회동,1111014600,뚝도,서울특별시 성동구,지방
302,서울특별시 종로구 견지동,1111012900,뚝도,서울특별시 성동구,지방
303,서울특별시 종로구 경운동,1111013400,뚝도,서울특별시 성동구,지방
304,서울특별시 종로구 계동,1111014800,뚝도,서울특별시 성동구,지방
305,서울특별시 종로구 공평동,1111012700,뚝도,서울특별시 성동구,지방
306,서울특별시 종로구 관수동,1111015500,뚝도,서울특별시 성동구,지방
307,서울특별시 종로구 관철동,1111013500,뚝도,서울특별시 성동구,지방
308,서울특별시 종로구 관훈동,1111012800,뚝도,서울특별시 성동구,지방
309,서울특별시 종로구 교남동,1111017600,뚝도,서울특별시 성동구,지방
310,서울특별시 종로구 교북동,1111018000,뚝도,서울특별시 성동구,지방
311,서울특별시 종로구 구기동,1111018200,강북,경기도 남양주시,지방
312,서울특별시 종로구 궁정동,1111010300,뚝도,서울특별시 성동구,지방
313,서울특별시 종로구 권농동,1111013100,뚝도,서울특별시 성동구,지방
314,서울특별시 종로구 낙원동,1111013700,뚝도,서울특별시 성동구,지방
315,서울특별시 종로구 내수동,1111011800,뚝도,서울특별시 성동구,지방
316,서울특별시 종로구 내자동,1111011400,뚝도,서울특별시 성동구,지방
317,서울특별시 종로구 누상동,1111010900,강북,경기도 남양주시,지방
318,서울특별시 종로구 누하동,1111011000,뚝도,서울특별시 성동구,지방
319,서울특별시 종로구 당주동,1111011700,뚝도,서울특별시 성동구,지방
320,서울특별시 종로구 도렴동,1111011600,뚝도,서울특별시 성동구,지방
321,서울특별시 종로구 돈의동,1111015300,뚝도,서울특별시 성동구,지방
322,서울특별시 종로구 동숭동,1111016800,뚝도,서울특별시 성동구,지방
323,서울특별시 종로구 명륜1가,1111017000,뚝도,서울특별시 성동구,지방
324,서울특별시 종로구 명륜2가,1111017100,뚝도,서울특별시 성동구,지방
325,서울특별시 종로구 명륜3가,1111017300,뚝도,서울특별시 성동구,지방
326,서울특별시 종로구 명륜4가,1111017200,뚝도,서울특별시 성동구,지방
327,서울특별시 종로구 묘동,1111015100,뚝도,서울특별시 성동구,지방
328,서울특별시 종로구 무악동,1111018700,강북,경기도 남양주시,지방
329,서울특별시 종로구 봉익동,1111015200,뚝도,서울특별시 성동구,지방
330,서울특별시 종로구 부암동,1111018400,강북,경기도 남양주시,지방
331,서울특별시 종로구 사간동,1111014400,뚝도,서울특별시 성동구,지방
332,서울특별시 종로구 사직동,1111011500,강북,경기도 남양주시,지방
333,서울특별시 종로구 삼청동,1111014000,뚝도,서울특별시 성동구,지방
334,서울특별시 종로구 서린동,1111012300,뚝도,서울특별시 성동구,지방
335,서울특별시 종로구 세종로,1111011900,뚝도,서울특별시 성동구,지방
336,서울특별시 종로구 소격동,1111014200,뚝도,서울특별시 성동구,지방
337,서울특별시 종로구 송월동,1111017800,뚝도,서울특별시 성동구,지방
338,서울특별시 종로구 송현동,1111014500,뚝도,서울특별시 성동구,지방
339,서울특별시 종로구 수송동,1111012400,뚝도,서울특별시 성동구,지방
340,서울특별시 종로구 숭인동,1111017500,뚝도,서울특별시 성동구,지방
341,서울특별시 종로구 신교동,1111010200,뚝도,서울특별시 성동구,지방
342,서울특별시 종로구 신문로1가,1111012000,뚝도,서울특별시 성동구,지방
343,서울특별시 종로구 신문로2가,1111012100,뚝도,서울특별시 성동구,지방
344,서울특별시 종로구 신영동,1111018600,강북,경기도 남양주시,지방
345,서울특별시 종로구 안국동,1111014100,뚝도,서울특별시 성동구,지방
346,서울특별시 종로구 연건동,1111016600,뚝도,서울특별시 성동구,지방
347,서울특별시 종로구 연지동,1111016000,뚝도,서울특별시 성동구,지방
348,서울특별시 종로구 예지동,1111015800,뚝도,서울특별시 성동구,지방
349,서울특별시 종로구 옥인동,1111011100,강북,경기도 남양주시,지방
350,서울특별시 종로구 와룡동,1111013000,뚝도,서울특별시 성동구,지방
351,서울특별시 종로구 운니동,1111013200,뚝도,서울특별시 성동구,지방
352,서울특별시 종로구 원남동,1111015900,뚝도,서울특별시 성동구,지방
353,서울특별시 종로구 원서동,1111014900,뚝도,서울특별시 성동구,지방
354,서울특별시 종로구 이화동,1111016500,뚝도,서울특별시 성동구,지방
355,서울특별시 종로구 익선동,1111013300,뚝도,서울특별시 성동구,지방
356,서울특별시 종로구 인사동,1111013600,뚝도,서울특별시 성동구,지방
357,서울특별시 종로구 인의동,1111015700,뚝도,서울특별시 성동구,지방
358,서울특별시 종로구 장사동,1111015400,뚝도,서울특별시 성동구,지방
359,서울특별시 종로구 재동,1111014700,뚝도,서울특별시 성동구,지방
360,서울특별시 종로구 적선동,1111010700,뚝도,서울특별시 성동구,지방
361,서울특별시 종로구 종로1가,1111012600,뚝도,서울특별시 성동구,지방
