pfcn_plnt_nm,sido_nm,ctpr_cd,adstrd_nm,adstrd_cd,legaldong_cd,legaldong_nm
가은정수장,경상북도,문경시,가은읍,4728025300,47280253,가은읍
가은정수장,경상북도,문경시,농암면,4728037000,47280370,농암면
가조정수장,경상남도,거창군,가조면,4888040000,48880400,가조면
가창정수장,대구광역시,달성군,가창면,2771031000,27710310,가창면
가창정수장,대구광역시,대구광역시,두산동,2726064000,27260111,두산동
가창정수장,대구광역시,대구광역시,범물1동,2726066100,27260113,범물동
가창정수장,대구광역시,대구광역시,범물2동,2726066200,27260113,범물동
가창정수장,대구광역시,대구광역시,상동,2726062000,27260109,상동
가창정수장,대구광역시,대구광역시,지산1동,2726065100,27260112,지산동
가창정수장,대구광역시,대구광역시,지산2동,2726065200,27260112,지산동
가창정수장,대구광역시,대구광역시,파동,2726063000,27260110,파동
가천정수장,경상북도,성주군,가천면,4784034000,47840340,가천면
가천정수장,경상북도,성주군,금수면,4784035000,47840350,금수면
가평통합정수장,경기도,가평군,가평읍,4182025000,41820250,가평읍
가평통합정수장,경기도,가평군,북면,4182035000,41820350,북면
가평통합정수장,경기도,가평군,청평면,4182032500,41820325,청평면
가흥정수장,경상북도,영주시,가흥1동,4721062000,47210105,가흥동
가흥정수장,경상북도,영주시,가흥2동,4721063000,47210105,가흥동
가흥정수장,경상북도,영주시,단산면,4721038000,47210380,단산면
가흥정수장,경상북도,영주시,문수면,4721033000,47210330,문수면
가흥정수장,경상북도,영주시,봉현면,4721036000,47210360,봉현면
가흥정수장,경상북도,영주시,상망동,4721051000,47210102,상망동
가흥정수장,경상북도,영주시,안정면,4721035000,47210350,안정면
가흥정수장,경상북도,영주시,영주1동,4721055000,47210101,영주동
가흥정수장,경상북도,영주시,영주2동,4721056000,47210101,영주동
가흥정수장,경상북도,영주시,이산면,4721031000,47210310,이산면
가흥정수장,경상북도,영주시,장수면,4721034000,47210340,장수면
가흥정수장,경상북도,영주시,하망동,4721052500,47210103,하망동
가흥정수장,경상북도,영주시,휴천1동,4721059000,47210104,휴천동
가흥정수장,경상북도,영주시,휴천2동,4721060000,47210104,휴천동
가흥정수장,경상북도,영주시,휴천3동,4721061000,47210104,휴천동
갈말정수장,강원도,철원군,갈말읍,4278025600,42780256,갈말읍
갈평정수장,경상북도,포항시,동해면,4711132000,47111320,동해면
갈평정수장,경상북도,포항시,오천읍,4711125600,47111256,오천읍
감천정수장,경상북도,예천군,감천면,4790034000,47900340,감천면
감천정수장,경상북도,예천군,보문면,4790035000,47900350,보문면
감포정수장,경상북도,경주시,감포읍,4713025000,47130250,감포읍
감포정수장,경상북도,경주시,양남면,4713032000,47130320,양남면
감포정수장,경상북도,경주시,양북면,4713031000,47130310,양북면
강북정수장,경기도,구리시,갈매동,4131051000,41310101,갈매동
강북정수장,경기도,구리시,수택1동,4131057000,41310104,교문동
강북정수장,경기도,구리시,수택2동,4131058000,41310104,교문동
강북정수장,경기도,구리시,수택3동,4131059000,41310105,수택동
강북정수장,경기도,남양주시,금곡동,4136053000,41360103,금곡동
강북정수장,경기도,남양주시,양정동,4136054000,41360104,일패동
강북정수장,경기도,남양주시,평내동,4136052000,41360102,평내동
강북정수장,서울특별시,서울특별시,갈현1동,1138055100,11380104,갈현동
강북정수장,서울특별시,서울특별시,갈현2동,1138055200,11380104,갈현동
강북정수장,서울특별시,서울특별시,공릉1동,1135059500,11350103,공릉동
강북정수장,서울특별시,서울특별시,공릉2동,1135060000,11350103,공릉동
강북정수장,서울특별시,서울특별시,구산동,1138056000,11380105,구산동
강북정수장,서울특별시,서울특별시,길음1동,1129066000,11290134,길음동
강북정수장,서울특별시,서울특별시,길음2동,1129068500,11290134,길음동
강북정수장,서울특별시,서울특별시,남가좌1동,1141069000,11410120,남가좌동
강북정수장,서울특별시,서울특별시,남가좌2동,1141070000,11410120,남가좌동
강북정수장,서울특별시,서울특별시,녹번동,1138051000,11380102,녹번동
강북정수장,서울특별시,서울특별시,답십리1동,1123060000,11230105,답십리동
강북정수장,서울특별시,서울특별시,답십리2동,1123061000,11230105,답십리동
강북정수장,서울특별시,서울특별시,대조동,1138057000,11380106,대조동
강북정수장,서울특별시,서울특별시,도봉1동,1132052100,11320108,도봉동
강북정수장,서울특별시,서울특별시,도봉2동,1132052200,11320108,도봉동
강북정수장,서울특별시,서울특별시,돈암1동,1129058000,11290103,돈암동
강북정수장,서울특별시,서울특별시,돈암2동,1129059000,11290103,돈암동
강북정수장,서울특별시,서울특별시,동선동,1129057500,11290103,돈암동
강북정수장,서울특별시,서울특별시,묵1동,1126062000,11260104,묵동
강북정수장,서울특별시,서울특별시,묵2동,1126063000,11260104,묵동
강북정수장,서울특별시,서울특별시,방학1동,1132069000,11320106,방학동
강북정수장,서울특별시,서울특별시,방학2동,1132070000,11320106,방학동
강북정수장,서울특별시,서울특별시,방학3동,1132071000,11320106,방학동
강북정수장,서울특별시,서울특별시,보문동,1129061000,11290126,보문동4가
강북정수장,서울특별시,서울특별시,부암동,1111055000,11110184,부암동
강북정수장,서울특별시,서울특별시,북가좌1동,1141071000,11410119,북가좌동
강북정수장,서울특별시,서울특별시,북가좌2동,1141072000,11410119,북가좌동
강북정수장,서울특별시,서울특별시,불광1동,1138052000,11380103,불광동
강북정수장,서울특별시,서울특별시,불광2동,1138053000,11380103,불광동
강북정수장,서울특별시,서울특별시,삼각산동,1130557500,11305101,미아동
강북정수장,서울특별시,서울특별시,삼선동,1129055500,11290105,동소문동2가
강북정수장,서울특별시,서울특별시,삼양동,1130553400,11305101,미아동
강북정수장,서울특별시,서울특별시,상계10동,1135072000,11350105,상계동
강북정수장,서울특별시,서울특별시,상계1동,1135063000,11350105,상계동
강북정수장,서울특별시,서울특별시,상계2동,1135064000,11350105,상계동
강북정수장,서울특별시,서울특별시,상계3·4동,1135066500,11350105,상계동
강북정수장,서울특별시,서울특별시,상계5동,1135067000,11350105,상계동
강북정수장,서울특별시,서울특별시,상계6·7동,1135069500,11350105,상계동
강북정수장,서울특별시,서울특별시,상계8동,1135070000,11350105,상계동
강북정수장,서울특별시,서울특별시,상계9동,1135071000,11350105,상계동
강북정수장,서울특별시,서울특별시,상봉1동,1126058000,11260102,상봉동
강북정수장,서울특별시,서울특별시,석관동,1129081000,11290139,석관동
강북정수장,서울특별시,서울특별시,성북동,1129052500,11290101,성북동
강북정수장,서울특별시,서울특별시,송중동,1130554500,11305101,미아동
강북정수장,서울특별시,서울특별시,송천동,1130555500,11305101,미아동
강북정수장,서울특별시,서울특별시,신내2동,1126069000,11260106,신내동
강북정수장,서울특별시,서울특별시,신사1동,1138063100,11380109,신사동
강북정수장,서울특별시,서울특별시,안암동,1129060000,11290121,안암동1가
강북정수장,서울특별시,서울특별시,역촌동,1138062500,11380108,역촌동
강북정수장,서울특별시,서울특별시,연희동,1141061500,11410117,연희동
강북정수장,서울특별시,서울특별시,월곡1동,1129071500,11290136,하월곡동
강북정수장,서울특별시,서울특별시,월곡2동,1129072500,11290136,하월곡동
강북정수장,서울특별시,서울특별시,응암1동,1138058000,11380107,응암동
강북정수장,서울특별시,서울특별시,응암2동,1138059000,11380107,응암동
강북정수장,서울특별시,서울특별시,이문1동,1123074000,11230110,이문동
강북정수장,서울특별시,서울특별시,이문2동,1123075000,11230110,이문동
강북정수장,서울특별시,서울특별시,장안1동,1123065000,11230106,장안동
강북정수장,서울특별시,서울특별시,장안2동,1123066000,11230106,장안동
강북정수장,서울특별시,서울특별시,장위1동,1129076000,11290138,장위동
강북정수장,서울특별시,서울특별시,장위2동,1129077000,11290138,장위동
강북정수장,서울특별시,서울특별시,장위3동,1129078000,11290138,장위동
강북정수장,서울특별시,서울특별시,정릉1동,1129062000,11290133,정릉동
강북정수장,서울특별시,서울특별시,정릉2동,1129063000,11290103,돈암동
강북정수장,서울특별시,서울특별시,정릉3동,1129064000,11290133,정릉동
강북정수장,서울특별시,서울특별시,정릉4동,1129065000,11290133,정릉동
강북정수장,서울특별시,서울특별시,종암동,1129070500,11290135,종암동
강북정수장,서울특별시,서울특별시,중계1동,1135062100,11350106,중계동
강북정수장,서울특별시,서울특별시,중계2·3동,1135062500,11350106,중계동
강북정수장,서울특별시,서울특별시,중계4동,1135062400,11350106,중계동
강북정수장,서울특별시,서울특별시,중계본동,1135061900,11350106,중계동
강북정수장,서울특별시,서울특별시,중화1동,1126060000,11260103,중화동
강북정수장,서울특별시,서울특별시,중화2동,1126061000,11260103,중화동
강북정수장,서울특별시,서울특별시,진관동,1138069000,11380114,진관동
강북정수장,서울특별시,서울특별시,평창동,1111056000,11110182,구기동
강북정수장,서울특별시,서울특별시,하계1동,1135061100,11350104,하계동
강북정수장,서울특별시,서울특별시,하계2동,1135061200,11350104,하계동
강북정수장,서울특별시,서울특별시,홍은1동,1141066000,11410118,홍은동
강북정수장,서울특별시,서울특별시,홍은2동,1141068500,11410118,홍은동
강북정수장,서울특별시,서울특별시,홍제1동,1141062000,11410111,홍제동
강북정수장,서울특별시,서울특별시,홍제2동,1141065500,11410111,홍제동
강북정수장,서울특별시,서울특별시,홍제3동,1141064000,11410111,홍제동
강정정수장,제주특별자치도,서귀포시,대륜동,5013059000,50130102,법환동
강정정수장,제주특별자치도,서귀포시,대천동,5013060000,50130115,월평동
강정정수장,제주특별자치도,서귀포시,송산동,5013051000,50130101,서귀동
강정정수장,제주특별자치도,서귀포시,예래동,5013062000,50130119,색달동
강정정수장,제주특별자치도,서귀포시,정방동,5013052000,50130101,서귀동
강정정수장,제주특별자치도,서귀포시,효돈동,5013055000,50130108,하효동
강진정수장,전라남도,강진군,강진읍,4681025000,46810250,강진읍
강진정수장,전라남도,강진군,군동면,4681031000,46810310,군동면
강진정수장,전라북도,임실군,강진면,4575039000,45750390,강진면
강진정수장,전라북도,임실군,덕치면,4575040000,45750400,덕치면
강진정수장,전라북도,임실군,청웅면,4575031000,45750310,청웅면
개도정수장,전라남도,여수시,화정면,4613035000,46130350,화정면
거문도정수장,전라남도,여수시,삼산면,4613036000,46130360,삼산면
거창정수장,경상남도,거창군,거창읍,4888025000,48880250,거창읍
거창정수장,경상남도,거창군,남상면,4888037000,48880370,남상면
건천정수장,경상북도,경주시,건천읍,4713025600,47130256,건천읍
경산정수장,경상북도,경산시,남천면,4729037000,47290370,남천면
경산정수장,경상북도,경산시,북부동,4729055000,47290112,대평동
경산정수장,경상북도,경산시,와촌면,4729031000,47290310,와촌면
경산정수장,경상북도,경산시,진량읍,4729025300,47290253,진량읍
경산정수장,경상북도,경산시,하양읍,4729025000,47290250,하양읍
고암정수장,충청북도,제천시,교동,4315051000,43150105,교동
고암정수장,충청북도,제천시,금성면,4315031000,43150310,금성면
고암정수장,충청북도,제천시,남현동,4315053700,43150103,동현동
고암정수장,충청북도,제천시,덕산면,4315034000,43150340,덕산면
고암정수장,충청북도,제천시,백운면,4315036000,43150360,백운면
고암정수장,충청북도,제천시,봉양읍,4315025000,43150250,봉양읍
고암정수장,충청북도,제천시,송학면,4315038000,43150380,송학면
고암정수장,충청북도,제천시,수산면,4315033000,43150330,수산면
고암정수장,충청북도,제천시,신백동,4315057700,43150117,흑석동
고암정수장,충청북도,제천시,영서동,4315054700,43150102,서부동
고암정수장,충청북도,제천시,용두동,4315056000,43150111,하소동
고암정수장,충청북도,제천시,청전동,4315059000,43150113,청전동
고암정수장,충청북도,제천시,청풍면,4315032000,43150320,청풍면
고암정수장,충청북도,제천시,한수면,4315035000,43150350,한수면
고암정수장,충청북도,제천시,화산동,4315060500,43150109,화산동
고양정수장,경기도,고양시,고봉동,4128560000,41285109,사리현동
고양정수장,경기도,고양시,고양동,4128159000,41281114,벽제동
고양정수장,경기도,고양시,관산동,4128160000,41281117,대자동
고양정수장,경기도,고양시,대덕동,4128167000,41281129,화전동
고양정수장,경기도,고양시,대화동,4128757000,41287104,대화동
고양정수장,경기도,고양시,성사1동,4128154000,41281101,주교동
고양정수장,경기도,고양시,성사2동,4128155000,41281101,주교동
고양정수장,경기도,고양시,송산동,4128759000,41287105,덕이동
고양정수장,경기도,고양시,송포동,4128758000,41287104,대화동
고양정수장,경기도,고양시,식사동,4128551000,41285101,식사동
고양정수장,경기도,고양시,원신동,4128152000,41281102,원당동
고양정수장,경기도,고양시,주교동,4128151000,41281101,주교동
고양정수장,경기도,고양시,중산동,4128552000,41285102,중산동
고양정수장,경기도,고양시,창릉동,4128158000,41281109,지축동
고양정수장,경기도,고양시,풍산동,4128554000,41285107,풍동
고양정수장,경기도,고양시,행신3동,4128165500,41281128,행신동
고양정수장,경기도,고양시,화전동,4128166000,41281129,화전동
고양정수장,경기도,고양시,효자동,4128156000,41281107,북한동
고양정수장,경기도,고양시,흥도동,4128153000,41281104,원흥동
고양정수장,경기도,파주시,교하동,4148054000,41480107,교하동
고양정수장,경기도,파주시,금촌1동,4148051000,41480101,금촌동
고양정수장,경기도,파주시,금촌2동,4148052000,41480101,금촌동
고양정수장,경기도,파주시,금촌3동,4148053000,41480101,금촌동
고양정수장,경기도,파주시,운정1동,4148055000,41480107,교하동
고양정수장,경기도,파주시,운정2동,4148056000,41480117,목동동
고양정수장,경기도,파주시,운정3동,4148057000,41480108,야당동
고양정수장,경기도,파주시,월롱면,4148031000,41480310,월롱면
고양정수장,경기도,파주시,조리읍,4148026200,41480262,조리읍
고촌정수장,경기도,김포시,고촌읍,4157025300,41570253,고촌읍
고촌정수장,경기도,김포시,구래동,4157057000,41570109,구래동
고촌정수장,경기도,김포시,대곶면,4157034000,41570340,대곶면
고촌정수장,경기도,김포시,사우동,4157054000,41570106,사우동
고촌정수장,경기도,김포시,양촌읍,4157025600,41570256,양촌읍
고촌정수장,경기도,김포시,월곶면,4157035000,41570350,월곶면
고촌정수장,경기도,김포시,장기동,4157056000,41570104,장기동
고촌정수장,경기도,김포시,통진읍,4157025000,41570250,통진읍
고촌정수장,경기도,김포시,풍무동,4157055000,41570107,풍무동
고촌정수장,경기도,김포시,하성면,4157036000,41570360,하성면
곡성정수장,전라남도,곡성군,고달면,4672036000,46720360,고달면
곡성정수장,전라남도,곡성군,곡성읍,4672025000,46720250,곡성읍
곡성정수장,전라남도,곡성군,오곡면,4672031000,46720310,오곡면
곤명정수장,경상남도,사천시,곤명면,4824036000,48240360,곤명면
공산정수장,대구광역시,대구광역시,검단동,2723068000,27230113,검단동
공산정수장,대구광역시,대구광역시,복현1동,2723067100,27230112,복현동
공산정수장,대구광역시,대구광역시,복현2동,2723067200,27230112,복현동
공산정수장,대구광역시,대구광역시,산격2동,2723062000,27230111,산격동
공산정수장,대구광역시,대구광역시,산격3동,2723063000,27230111,산격동
공산정수장,대구광역시,대구광역시,산격4동,2723063100,27230111,산격동
공주정수장,충청남도,공주시,신관동,4415057000,44150120,신관동
공주정수장,충청남도,공주시,월송동,4415059000,44150118,무릉동
공촌정수장,인천광역시,강화군,강화읍,2871025000,28710250,강화읍
공촌정수장,인천광역시,강화군,교동면,2871040000,28710400,교동면
공촌정수장,인천광역시,강화군,길상면,2871033000,28710330,길상면
공촌정수장,인천광역시,강화군,내가면,2871036000,28710360,내가면
공촌정수장,인천광역시,강화군,불은면,2871032000,28710320,불은면
공촌정수장,인천광역시,강화군,선원면,2871031000,28710310,선원면
공촌정수장,인천광역시,강화군,송해면,2871039000,28710390,송해면
공촌정수장,인천광역시,강화군,양도면,2871035000,28710350,양도면
공촌정수장,인천광역시,강화군,양사면,2871038000,28710380,양사면
공촌정수장,인천광역시,강화군,하점면,2871037000,28710370,하점면
공촌정수장,인천광역시,강화군,화도면,2871034000,28710340,화도면
공촌정수장,인천광역시,인천광역시,가정1동,2826054200,28260108,가정동
공촌정수장,인천광역시,인천광역시,가정2동,2826054300,28260108,가정동
공촌정수장,인천광역시,인천광역시,가정3동,2826054400,28260108,가정동
공촌정수장,인천광역시,인천광역시,가좌1동,2826058000,28260112,가좌동
공촌정수장,인천광역시,인천광역시,가좌2동,2826059000,28260112,가좌동
공촌정수장,인천광역시,인천광역시,가좌3동,2826060000,28260112,가좌동
공촌정수장,인천광역시,인천광역시,가좌4동,2826061000,28260112,가좌동
공촌정수장,인천광역시,인천광역시,검암경서동,2826051500,28260101,백석동
공촌정수장,인천광역시,인천광역시,금창동,2814064000,28140105,창영동
공촌정수장,인천광역시,인천광역시,동인천동,2811058500,28110133,내동
공촌정수장,인천광역시,인천광역시,만석동,2814051000,28140101,만석동
공촌정수장,인천광역시,인천광역시,석남1동,2826055000,28260110,석남동
공촌정수장,인천광역시,인천광역시,석남2동,2826056000,28260110,석남동
공촌정수장,인천광역시,인천광역시,석남3동,2826056100,28260110,석남동
공촌정수장,인천광역시,인천광역시,송림1동,2814058000,28140107,송림동
공촌정수장,인천광역시,인천광역시,송림2동,2814059000,28140107,송림동
공촌정수장,인천광역시,인천광역시,송림3·5동,2814060500,28140107,송림동
공촌정수장,인천광역시,인천광역시,송림4동,2814061000,28140107,송림동
공촌정수장,인천광역시,인천광역시,송림6동,2814063000,28140107,송림동
공촌정수장,인천광역시,인천광역시,송월동,2811061000,28110137,전동
공촌정수장,인천광역시,인천광역시,송현1·2동,2814055500,28140103,송현동
공촌정수장,인천광역시,인천광역시,송현3동,2814057000,28140103,송현동
공촌정수장,인천광역시,인천광역시,신현원창동,2826057500,28260109,신현동
공촌정수장,인천광역시,인천광역시,연희동,2826053000,28260105,공촌동
공촌정수장,인천광역시,인천광역시,영종동,2811062000,28110145,중산동
공촌정수장,인천광역시,인천광역시,용유동,2811063000,28110147,운서동
공촌정수장,인천광역시,인천광역시,운서동,2811062800,28110147,운서동
공촌정수장,인천광역시,인천광역시,청라1동,2826053600,28260122,청라동
공촌정수장,인천광역시,인천광역시,청라2동,2826053700,28260122,청라동
공촌정수장,인천광역시,인천광역시,화수1·화평동,2814052500,28140102,화수동
공촌정수장,인천광역시,인천광역시,화수2동,2814053000,28140102,화수동
과천정수장,경기도,과천시,갈현동,4129052000,41290103,갈현동
과천정수장,경기도,과천시,과천동,4129055000,41290105,과천동
과천정수장,경기도,과천시,문원동,4129056000,41290102,문원동
과천정수장,경기도,과천시,별양동,4129053000,41290109,별양동
과천정수장,경기도,과천시,부림동,4129054000,41290109,별양동
과천정수장,경기도,과천시,중앙동,4129051000,41290101,관문동
관인정수장,경기도,포천시,관인면,4165040000,41650400,관인면
광암정수장,경기도,하남시,감북동,4145058000,41450113,감북동
광암정수장,서울특별시,서울특별시,가락2동,1171063200,11710107,가락동
광암정수장,서울특별시,서울특별시,가락본동,1171062000,11710107,가락동
광암정수장,서울특별시,서울특별시,거여1동,1171053100,11710113,거여동
광암정수장,서울특별시,서울특별시,거여2동,1171053200,11710113,거여동
광암정수장,서울특별시,서울특별시,둔촌1동,1174069000,11740106,둔촌동
광암정수장,서울특별시,서울특별시,마천1동,1171054000,11710114,마천동
광암정수장,서울특별시,서울특별시,마천2동,1171055000,11710114,마천동
광암정수장,서울특별시,서울특별시,문정1동,1171064100,11710108,문정동
광암정수장,서울특별시,서울특별시,방이1동,1171056100,11710111,방이동
광암정수장,서울특별시,서울특별시,방이2동,1171056200,11710111,방이동
광암정수장,서울특별시,서울특별시,삼전동,1171061000,11710106,삼전동
광암정수장,서울특별시,서울특별시,석촌동,1171060000,11710105,석촌동
광암정수장,서울특별시,서울특별시,성내1동,1174064000,11740108,성내동
광암정수장,서울특별시,서울특별시,성내2동,1174065000,11740108,성내동
광암정수장,서울특별시,서울특별시,성내3동,1174066000,11740108,성내동
광암정수장,서울특별시,서울특별시,송파1동,1171058000,11710104,송파동
광암정수장,서울특별시,서울특별시,송파2동,1171059000,11710104,송파동
광암정수장,서울특별시,서울특별시,오금동,1171057000,11710112,오금동
광암정수장,서울특별시,서울특별시,오륜동,1171056600,11710111,방이동
광암정수장,서울특별시,서울특별시,잠실2동,1171067000,11710101,잠실동
광암정수장,서울특별시,서울특별시,잠실3동,1171068000,11710101,잠실동
광암정수장,서울특별시,서울특별시,잠실4동,1171069000,11710102,신천동
광암정수장,서울특별시,서울특별시,잠실6동,1171071000,11710102,신천동
광암정수장,서울특별시,서울특별시,잠실7동,1171072000,11710101,잠실동
광암정수장,서울특별시,서울특별시,잠실본동,1171065000,11710101,잠실동
광암정수장,서울특별시,서울특별시,장지동,1171064600,11710108,문정동
광암정수장,서울특별시,서울특별시,풍납1동,1171051000,11710103,풍납동
광암정수장,서울특별시,서울특별시,풍납2동,1171052000,11710103,풍납동
광주1정수장,경기도,광주시,남종면,4161035000,41610350,남종면
광주1정수장,경기도,광주시,송정동,4161052000,41610103,송정동
광주1정수장,경기도,광주시,퇴촌면,4161034000,41610340,퇴촌면
광주2정수장,경기도,광주시,경안동,4161051000,41610101,경안동
광주2정수장,경기도,광주시,곤지암읍,4161025900,41610259,곤지암읍
광주2정수장,경기도,광주시,광남동,4161053000,41610107,삼동
광주2정수장,경기도,광주시,도척면,4161033000,41610330,도척면
광주2정수장,경기도,광주시,오포읍,4161025000,41610250,오포읍
광주2정수장,경기도,광주시,초월읍,4161025300,41610253,초월읍
교사정수장,충청북도,보은군,보은읍,4372025000,43720250,보은읍
교사정수장,충청북도,보은군,속리산면,4372031500,43720315,속리산면
교사정수장,충청북도,보은군,수한면,4372036000,43720360,수한면
교사정수장,충청북도,보은군,장안면,4372032500,43720325,장안면
교사정수장,충청북도,보은군,탄부면,4372034000,43720340,탄부면
구례정수장,전라남도,구례군,구례읍,4673025000,46730250,구례읍
구의정수장,서울특별시,서울특별시,광장동,1121581000,11215104,광장동
구의정수장,서울특별시,서울특별시,구의1동,1121585000,11215103,구의동
구의정수장,서울특별시,서울특별시,구의2동,1121586000,11215103,구의동
구의정수장,서울특별시,서울특별시,구의3동,1121587000,11215103,구의동
구의정수장,서울특별시,서울특별시,군자동,1121573000,11215109,군자동
구의정수장,서울특별시,서울특별시,능동,1121578000,11215102,능동
구의정수장,서울특별시,서울특별시,망우3동,1126066000,11260105,망우동
구의정수장,서울특별시,서울특별시,망우본동,1126065500,11260105,망우동
구의정수장,서울특별시,서울특별시,면목2동,1126052000,11260101,면목동
구의정수장,서울특별시,서울특별시,면목3·8동,1126057500,11260101,면목동
구의정수장,서울특별시,서울특별시,면목4동,1126054000,11260101,면목동
구의정수장,서울특별시,서울특별시,면목5동,1126055000,11260101,면목동
구의정수장,서울특별시,서울특별시,면목7동,1126057000,11260101,면목동
구의정수장,서울특별시,서울특별시,면목본동,1126056500,11260101,면목동
구의정수장,서울특별시,서울특별시,미아동,1130553500,11305101,미아동
구의정수장,서울특별시,서울특별시,상봉2동,1126059000,11260102,상봉동
구의정수장,서울특별시,서울특별시,성수1가1동,1120065000,11200114,성수동1가
구의정수장,서울특별시,서울특별시,성수1가2동,1120066000,11200114,성수동1가
구의정수장,서울특별시,서울특별시,성수2가1동,1120067000,11200115,성수동2가
구의정수장,서울특별시,서울특별시,성수2가3동,1120069000,11200115,성수동2가
구의정수장,서울특별시,서울특별시,송정동,1120072000,11200118,송정동
구의정수장,서울특별시,서울특별시,신내1동,1126068000,11260106,신내동
구의정수장,서울특별시,서울특별시,쌍문1동,1132066000,11320105,쌍문동
구의정수장,서울특별시,서울특별시,쌍문2동,1132067000,11320105,쌍문동
구의정수장,서울특별시,서울특별시,쌍문3동,1132068000,11320105,쌍문동
구의정수장,서울특별시,서울특별시,쌍문4동,1132068100,11320105,쌍문동
구의정수장,서울특별시,서울특별시,용답동,1120079000,11200118,송정동
구의정수장,서울특별시,서울특별시,용신동,1123053600,11230101,신설동
구의정수장,서울특별시,서울특별시,우이동,1130564500,11305103,수유동
구의정수장,서울특별시,서울특별시,월계1동,1135056000,11350102,월계동
구의정수장,서울특별시,서울특별시,월계2동,1135057000,11350102,월계동
구의정수장,서울특별시,서울특별시,월계3동,1135058000,11350102,월계동
구의정수장,서울특별시,서울특별시,인수동,1130566000,11305103,수유동
구의정수장,서울특별시,서울특별시,자양1동,1121582000,11215105,자양동
구의정수장,서울특별시,서울특별시,자양2동,1121583000,11215105,자양동
구의정수장,서울특별시,서울특별시,자양3동,1121584000,11215105,자양동
구의정수장,서울특별시,서울특별시,자양4동,1121584700,11215105,자양동
구의정수장,서울특별시,서울특별시,전농1동,1123056000,11230104,전농동
구의정수장,서울특별시,서울특별시,전농2동,1123057000,11230104,전농동
구의정수장,서울특별시,서울특별시,제기동,1123054500,11230103,제기동
구의정수장,서울특별시,서울특별시,중곡1동,1121574000,11215101,중곡동
구의정수장,서울특별시,서울특별시,중곡2동,1121575000,11215101,중곡동
구의정수장,서울특별시,서울특별시,중곡3동,1121576000,11215101,중곡동
구의정수장,서울특별시,서울특별시,중곡4동,1121577000,11215101,중곡동
구의정수장,서울특별시,서울특별시,창1동,1132051100,11320107,창동
구의정수장,서울특별시,서울특별시,창2동,1132051200,11320107,창동
구의정수장,서울특별시,서울특별시,창3동,1132051300,11320107,창동
구의정수장,서울특별시,서울특별시,창4동,1132051400,11320107,창동
구의정수장,서울특별시,서울특별시,창5동,1132051500,11320107,창동
구의정수장,서울특별시,서울특별시,청량리동,1123070500,11230107,청량리동
구의정수장,서울특별시,서울특별시,화양동,1121571000,11215107,화양동
구의정수장,서울특별시,서울특별시,회기동,1123071000,11230108,회기동
구의정수장,서울특별시,서울특별시,휘경1동,1123072000,11230109,휘경동
구의정수장,서울특별시,서울특별시,휘경2동,1123073000,11230109,휘경동
구천정수장,경상남도,거제시,거제면,4831034000,48310340,거제면
구천정수장,경상남도,거제시,남부면,4831033000,48310330,남부면
구천정수장,경상남도,거제시,능포동,4831053000,48310101,능포동
구천정수장,경상남도,거제시,동부면,4831032000,48310320,동부면
구천정수장,경상남도,거제시,아주동,4831054000,48310104,아양동
구천정수장,경상남도,거제시,장승포동,4831051000,48310102,장승포동
군포정수장,경기도,군포시,광정동,4141062000,41410104,산본동
군포정수장,경기도,군포시,군포1동,4141051000,41410101,당동
군포정수장,경기도,군포시,궁내동,4141060000,41410104,산본동
군포정수장,경기도,군포시,금정동,4141056000,41410105,금정동
군포정수장,경기도,군포시,산본1동,4141054000,41410104,산본동
군포정수장,경기도,군포시,산본2동,4141055000,41410104,산본동
군포정수장,경기도,군포시,수리동,4141059000,41410104,산본동
군포정수장,경기도,군포시,오금동,4141058000,41410104,산본동
군포정수장,경기도,군포시,재궁동,4141057000,41410105,금정동
궁촌정수장,충청북도,영동군,매곡면,4374034000,43740340,매곡면
궁촌정수장,충청북도,영동군,상촌면,4374035000,43740350,상촌면
궁촌정수장,충청북도,영동군,추풍령면,4374033500,43740335,추풍령면
궁촌정수장,충청북도,영동군,황간면,4374032000,43740320,황간면
귀래정수장,강원도,원주시,귀래면,4213036000,42130360,귀래면
금강정수장,전라북도,익산시,동산동,4514057000,45140111,동산동
금강정수장,전라북도,익산시,마동,4514058000,45140112,마동
금강정수장,전라북도,익산시,인화동,4514056000,45140108,주현동
금강정수장,전라북도,익산시,중앙동,4514052000,45140101,창인동1가
금강정수장,전라북도,익산시,평화동,4514053000,45140106,평화동
금당정수장,전라남도,완도군,금당면,4689037000,46890370,금당면
금산정수장,충청남도,금산군,군북면,4471034000,44710340,군북면
금산정수장,충청남도,금산군,금산읍,4471025000,44710250,금산읍
금산정수장,충청남도,금산군,금성면,4471031000,44710310,금성면
금산정수장,충청남도,금산군,남이면,4471036000,44710360,남이면
금산정수장,충청남도,금산군,남일면,4471035000,44710350,남일면
금산정수장,충청남도,금산군,복수면,4471038000,44710380,복수면
금산정수장,충청남도,금산군,부리면,4471033000,44710330,부리면
금산정수장,충청남도,금산군,제원면,4471032000,44710320,제원면
금산정수장,충청남도,금산군,진산면,4471037000,44710370,진산면
금산정수장,충청남도,금산군,추부면,4471039000,44710390,추부면
금성정수장,경상북도,의성군,가음면,4773036000,47730360,가음면
금성정수장,경상북도,의성군,금성면,4773037000,47730370,금성면
